Data;Codi Estació;Codi massa d'aigua;Massa d'aigua;UTM X;UTM Y;Variable;Profunditat mostra (m);Valor;Unitat Mesura
2013/05/29;100093000;1000930;Riera de Cervelló;415015;4583453;Conductivitat (camp);-;1522;µS/cm
2013/05/29;100093000;1000930;Riera de Cervelló;415015;4583453;Conductivitat a 20ºC;-;1322;µS/cm
2013/05/29;100093000;1000930;Riera de Cervelló;415015;4583453;Duresa total;-;612.4;mg CaCO3/L
2013/05/29;100093000;1000930;Riera de Cervelló;415015;4583453;Error relatiu balanç iònic;-;1.99;%
2013/05/29;100093000;1000930;Riera de Cervelló;415015;4583453;Fosfats;-;<0.2;mg PO4/L
2013/05/29;100093000;1000930;Riera de Cervelló;415015;4583453;Magnesi;-;62;mg/L
2013/05/29;100093000;1000930;Riera de Cervelló;415015;4583453;Nitrats;-;13.4;mg NO3/L
2013/05/29;100093000;1000930;Riera de Cervelló;415015;4583453;Nitrits;-;0.05;mg NO2/L
2013/05/29;100093000;1000930;Riera de Cervelló;415015;4583453;Potassi;-;4;mg/L
2013/05/29;100093000;1000930;Riera de Cervelló;415015;4583453;Sodi;-;73;mg/L
2013/05/29;100093000;1000930;Riera de Cervelló;415015;4583453;Sulfats;-;158;mg/L
2013/05/29;100093000;1000930;Riera de Cervelló;415015;4583453;Suma d'anions;-;14.9008;meq/L
2013/05/29;100093000;1000930;Riera de Cervelló;415015;4583453;Suma de cations;-;15.5065;meq/L
2013/05/29;100093000;1000930;Riera de Cervelló;415015;4583453;TOC;-;<1;mg/L
2013/05/29;100093000;1000930;Riera de Cervelló;415015;4583453;Temperatura de l'aigua (camp);-;19;ºC
2013/05/29;100093000;1000930;Riera de Cervelló;415015;4583453;pH;-;8.1;u.pH
2013/05/29;100093000;1000930;Riera de Cervelló;415015;4583453;pH (camp);-;7.8;u.pH
2013/05/29;100094000;1000940;Riera de Torrelles;415060;4578865;Amoni;-;<0.2;mg NH4/L
2013/05/29;100094000;1000940;Riera de Torrelles;415060;4578865;Bicarbonats;-;382.9;mg HCO3/L
2013/05/29;100094000;1000940;Riera de Torrelles;415060;4578865;Calci;-;109;mg/L
2013/05/29;100094000;1000940;Riera de Torrelles;415060;4578865;Clorurs;-;134.6;mg/L
2013/05/29;100094000;1000940;Riera de Torrelles;415060;4578865;Conductivitat (camp);-;1281;µS/cm
2013/05/29;100094000;1000940;Riera de Torrelles;415060;4578865;Conductivitat a 20ºC;-;1099;µS/cm
2013/05/29;100094000;1000940;Riera de Torrelles;415060;4578865;Duresa total;-;432.8;mg CaCO3/L
2013/05/29;100094000;1000940;Riera de Torrelles;415060;4578865;Error relatiu balanç iònic;-;3.75;%
2013/05/29;100094000;1000940;Riera de Torrelles;415060;4578865;Fosfats;-;0.3;mg PO4/L
2013/05/29;100094000;1000940;Riera de Torrelles;415060;4578865;Magnesi;-;39;mg/L
2013/05/29;100094000;1000940;Riera de Torrelles;415060;4578865;Nitrats;-;18.4;mg NO3/L
2013/05/29;100094000;1000940;Riera de Torrelles;415060;4578865;Nitrits;-;<0.04;mg NO2/L
2013/05/29;100094000;1000940;Riera de Torrelles;415060;4578865;Potassi;-;5;mg/L
2013/05/29;100094000;1000940;Riera de Torrelles;415060;4578865;Sodi;-;71;mg/L
2013/05/29;100094000;1000940;Riera de Torrelles;415060;4578865;Sulfats;-;114;mg/L
2013/05/29;100094000;1000940;Riera de Torrelles;415060;4578865;Suma d'anions;-;12.7557;meq/L
2013/05/29;100094000;1000940;Riera de Torrelles;415060;4578865;Suma de cations;-;11.8342;meq/L
2013/05/29;100094000;1000940;Riera de Torrelles;415060;4578865;TOC;-;1.3;mg/L
2013/05/29;100094000;1000940;Riera de Torrelles;415060;4578865;Temperatura de l'aigua (camp);-;13;ºC
2013/05/29;100094000;1000940;Riera de Torrelles;415060;4578865;pH;-;8.2;u.pH
2013/05/29;100094000;1000940;Riera de Torrelles;415060;4578865;pH (camp);-;7.8;u.pH
2013/05/29;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Amoni;-;0.5;mg NH4/L
2013/05/29;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Bicarbonats;-;264.9;mg HCO3/L
2013/05/29;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Calci;-;92;mg/L
2013/05/29;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Carbonats;-;<20;mg CaCO3/L
2013/05/29;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Clorurs;-;109.5;mg/L
2013/05/29;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Conductivitat (camp);-;1048;µS/cm
2013/05/29;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Conductivitat a 20ºC;-;926;µS/cm
2013/05/29;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Duresa total;-;340.9;mg CaCO3/L
2013/05/29;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Error relatiu balanç iònic;-;0.97;%
2013/05/29;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Fosfats;-;0.5;mg PO4/L
2013/05/29;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Magnesi;-;27;mg/L
2013/05/29;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Nitrats;-;14.8;mg NO3/L
2013/05/29;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Nitrits;-;0.29;mg NO2/L
2013/05/29;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Potassi;-;13;mg/L
2013/05/29;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Sodi;-;74;mg/L
2013/05/29;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Sulfats;-;121;mg/L
2013/05/29;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Suma d'anions;-;10.2114;meq/L
2013/05/29;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Suma de cations;-;10.4118;meq/L
2013/05/29;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;TOC;-;3.2;mg/L
2013/05/29;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Temperatura de l'aigua (camp);-;17;ºC
2013/05/29;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;pH;-;8.3;u.pH
2013/05/29;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;pH (camp);-;8.1;u.pH
2013/06/05;100092000;1000920;Riera de Rafamans;412986;4585160;Bicarbonats;-;300.7;mg HCO3/L
2013/06/05;100092000;1000920;Riera de Rafamans;412986;4585160;Conductivitat (camp);-;1877;µS/cm
2013/06/05;100092000;1000920;Riera de Rafamans;412986;4585160;Duresa total;-;853.5;mg CaCO3/L
2013/06/05;100092000;1000920;Riera de Rafamans;412986;4585160;Magnesi;-;69;mg/L
2013/06/05;100092000;1000920;Riera de Rafamans;412986;4585160;Nitrats;-;23.9;mg NO3/L
2013/06/05;100092000;1000920;Riera de Rafamans;412986;4585160;Nitrits;-;<0.04;mg NO2/L
2013/06/05;100092000;1000920;Riera de Rafamans;412986;4585160;Potassi;-;8;mg/L
2013/06/05;100092000;1000920;Riera de Rafamans;412986;4585160;Sodi;-;67;mg/L
2013/06/05;100092000;1000920;Riera de Rafamans;412986;4585160;TOC;-;1.7;mg/L
2013/06/05;100092000;1000920;Riera de Rafamans;412986;4585160;pH;-;8.3;u.pH
2013/06/05;100093000;1000930;Riera de Cervelló;415015;4583453;Amoni;-;<0.2;mg NH4/L
2013/06/05;100093000;1000930;Riera de Cervelló;415015;4583453;Bicarbonats;-;374.7;mg HCO3/L
2013/06/05;100093000;1000930;Riera de Cervelló;415015;4583453;Calci;-;147;mg/L
2013/06/05;100093000;1000930;Riera de Cervelló;415015;4583453;Cianurs;-;<0.01;mg/L
2013/06/05;100093000;1000930;Riera de Cervelló;415015;4583453;Clorurs;-;124.3;mg/L
2013/06/05;100093000;1000930;Riera de Cervelló;415015;4583453;Conductivitat (camp);-;1268;µS/cm
2013/06/05;100093000;1000930;Riera de Cervelló;415015;4583453;Conductivitat a 20ºC;-;1155;µS/cm
2013/06/05;100093000;1000930;Riera de Cervelló;415015;4583453;Duresa total;-;494.7;mg CaCO3/L
2013/06/05;100093000;1000930;Riera de Cervelló;415015;4583453;Error relatiu balanç iònic;-;0.63;%
2013/06/05;100093000;1000930;Riera de Cervelló;415015;4583453;Fosfats;-;0.3;mg PO4/L
2013/06/05;100093000;1000930;Riera de Cervelló;415015;4583453;Magnesi;-;31;mg/L
2013/06/05;100093000;1000930;Riera de Cervelló;415015;4583453;Nitrats;-;17.6;mg NO3/L
2013/06/05;100093000;1000930;Riera de Cervelló;415015;4583453;Nitrits;-;0.08;mg NO2/L
2013/06/05;100093000;1000930;Riera de Cervelló;415015;4583453;Potassi;-;4;mg/L
2013/06/05;100093000;1000930;Riera de Cervelló;415015;4583453;Sodi;-;61;mg/L
2013/06/05;100093000;1000930;Riera de Cervelló;415015;4583453;Sulfats;-;121;mg/L
2013/06/05;100093000;1000930;Riera de Cervelló;415015;4583453;Suma d'anions;-;12.4498;meq/L
2013/06/05;100093000;1000930;Riera de Cervelló;415015;4583453;Suma de cations;-;12.6088;meq/L
2013/06/05;100093000;1000930;Riera de Cervelló;415015;4583453;TOC;-;1.7;mg/L
2013/06/05;100093000;1000930;Riera de Cervelló;415015;4583453;Temperatura de l'aigua (camp);-;16;ºC
2013/06/05;100093000;1000930;Riera de Cervelló;415015;4583453;pH;-;8;u.pH
2013/06/05;100093000;1000930;Riera de Cervelló;415015;4583453;pH (camp);-;7.9;u.pH
2013/06/05;100094000;1000940;Riera de Torrelles;415060;4578865;Amoni;-;<0.2;mg NH4/L
2013/06/05;100094000;1000940;Riera de Torrelles;415060;4578865;Bicarbonats;-;382.7;mg HCO3/L
2013/06/05;100094000;1000940;Riera de Torrelles;415060;4578865;Calci;-;112;mg/L
2013/06/05;100094000;1000940;Riera de Torrelles;415060;4578865;Clorurs;-;137.3;mg/L
2013/06/05;100094000;1000940;Riera de Torrelles;415060;4578865;Conductivitat (camp);-;1278;µS/cm
2013/06/05;100094000;1000940;Riera de Torrelles;415060;4578865;Conductivitat a 20ºC;-;1160;µS/cm
2013/06/05;100094000;1000940;Riera de Torrelles;415060;4578865;Duresa total;-;444.4;mg CaCO3/L
2013/06/05;100094000;1000940;Riera de Torrelles;415060;4578865;Error relatiu balanç iònic;-;2.02;%
2013/06/05;100094000;1000940;Riera de Torrelles;415060;4578865;Fosfats;-;0.3;mg PO4/L
2013/06/05;100094000;1000940;Riera de Torrelles;415060;4578865;Magnesi;-;40;mg/L
2013/06/05;100094000;1000940;Riera de Torrelles;415060;4578865;Nitrats;-;9.4;mg NO3/L
2013/06/05;100094000;1000940;Riera de Torrelles;415060;4578865;Nitrits;-;<0.04;mg NO2/L
2013/06/05;100094000;1000940;Riera de Torrelles;415060;4578865;Potassi;-;5;mg/L
2013/06/05;100094000;1000940;Riera de Torrelles;415060;4578865;Sodi;-;72;mg/L
2013/06/05;100094000;1000940;Riera de Torrelles;415060;4578865;Sulfats;-;111;mg/L
2013/06/05;100094000;1000940;Riera de Torrelles;415060;4578865;Suma d'anions;-;12.6178;meq/L
2013/06/05;100094000;1000940;Riera de Torrelles;415060;4578865;Suma de cations;-;12.1184;meq/L
2013/06/05;100094000;1000940;Riera de Torrelles;415060;4578865;TOC;-;1.2;mg/L
2013/06/05;100094000;1000940;Riera de Torrelles;415060;4578865;Temperatura de l'aigua (camp);-;15;ºC
2013/06/05;100094000;1000940;Riera de Torrelles;415060;4578865;pH;-;8.2;u.pH
2013/06/05;100094000;1000940;Riera de Torrelles;415060;4578865;pH (camp);-;7.9;u.pH
2013/06/05;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Amoni;-;0.2;mg NH4/L
2013/06/05;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Bicarbonats;-;261.8;mg HCO3/L
2013/06/05;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Calci;-;95;mg/L
2013/06/05;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Clorurs;-;156;mg/L
2013/06/05;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Conductivitat (camp);-;1230;µS/cm
2013/06/05;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Conductivitat a 20ºC;-;1158;µS/cm
2013/06/05;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Duresa total;-;360.8;mg CaCO3/L
2013/06/05;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Error relatiu balanç iònic;-;1.86;%
2013/06/05;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Fosfats;-;0.5;mg PO4/L
2013/06/05;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Magnesi;-;30;mg/L
2013/06/05;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Nitrats;-;9;mg NO3/L
2013/06/05;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Nitrits;-;0.36;mg NO2/L
2013/06/05;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Potassi;-;18;mg/L
2013/06/05;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Sodi;-;103;mg/L
2013/06/05;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Sulfats;-;137;mg/L
2013/06/05;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Suma d'anions;-;11.7144;meq/L
2013/06/05;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Suma de cations;-;12.1593;meq/L
2013/06/05;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;TOC;-;3.4;mg/L
2013/06/05;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Temperatura de l'aigua (camp);-;21;ºC
2013/06/05;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;pH;-;8.2;u.pH
2013/06/05;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;pH (camp);-;8.1;u.pH
2013/07/10;100092000;1000920;Riera de Rafamans;412986;4585160;Bicarbonats;-;292.2;mg HCO3/L
2013/07/10;100092000;1000920;Riera de Rafamans;412986;4585160;Conductivitat (camp);-;1964;µS/cm
2013/07/10;100092000;1000920;Riera de Rafamans;412986;4585160;Duresa total;-;1031.1;mg CaCO3/L
2013/07/10;100092000;1000920;Riera de Rafamans;412986;4585160;Magnesi;-;80;mg/L
2013/07/10;100092000;1000920;Riera de Rafamans;412986;4585160;Nitrats;-;16.9;mg NO3/L
2013/07/10;100092000;1000920;Riera de Rafamans;412986;4585160;Nitrits;-;<0.04;mg NO2/L
2013/07/10;100092000;1000920;Riera de Rafamans;412986;4585160;Potassi;-;8;mg/L
2013/07/10;100092000;1000920;Riera de Rafamans;412986;4585160;Sodi;-;84;mg/L
2013/07/10;100092000;1000920;Riera de Rafamans;412986;4585160;TOC;-;2.2;mg/L
2013/07/10;100092000;1000920;Riera de Rafamans;412986;4585160;pH;-;8.2;u.pH
2013/07/10;100093000;1000930;Riera de Cervelló;415015;4583453;Amoni;-;0.3;mg NH4/L
2013/07/10;100093000;1000930;Riera de Cervelló;415015;4583453;Bicarbonats;-;411.6;mg HCO3/L
2013/07/10;100093000;1000930;Riera de Cervelló;415015;4583453;Calci;-;171;mg/L
2013/07/10;100093000;1000930;Riera de Cervelló;415015;4583453;Clorurs;-;168.8;mg/L
2013/07/10;100093000;1000930;Riera de Cervelló;415015;4583453;Conductivitat (camp);-;1564;µS/cm
2013/07/10;100093000;1000930;Riera de Cervelló;415015;4583453;Conductivitat a 20ºC;-;1351;µS/cm
2013/07/10;100093000;1000930;Riera de Cervelló;415015;4583453;Duresa total;-;702.9;mg CaCO3/L
2013/07/10;100093000;1000930;Riera de Cervelló;415015;4583453;Fosfats;-;0.2;mg PO4/L
2013/07/10;100093000;1000930;Riera de Cervelló;415015;4583453;Magnesi;-;67;mg/L
2013/07/10;100093000;1000930;Riera de Cervelló;415015;4583453;Nitrats;-;11.7;mg NO3/L
2013/07/10;100093000;1000930;Riera de Cervelló;415015;4583453;Nitrits;-;<0.04;mg NO2/L
2013/07/10;100093000;1000930;Riera de Cervelló;415015;4583453;Potassi;-;4;mg/L
2013/07/10;100093000;1000930;Riera de Cervelló;415015;4583453;Sodi;-;77;mg/L
2013/07/10;100093000;1000930;Riera de Cervelló;415015;4583453;Sulfats;-;178;mg/L
2013/07/10;100093000;1000930;Riera de Cervelló;415015;4583453;Suma d'anions;-;15.4011;meq/L
2013/07/10;100093000;1000930;Riera de Cervelló;415015;4583453;Suma de cations;-;17.4913;meq/L
2013/07/10;100093000;1000930;Riera de Cervelló;415015;4583453;TOC;-;<1;mg/L
2013/07/10;100093000;1000930;Riera de Cervelló;415015;4583453;Temperatura de l'aigua (camp);-;22;ºC
2013/07/10;100093000;1000930;Riera de Cervelló;415015;4583453;pH;-;8.1;u.pH
2013/07/10;100093000;1000930;Riera de Cervelló;415015;4583453;pH (camp);-;7.6;u.pH
2013/07/10;100094000;1000940;Riera de Torrelles;415060;4578865;Amoni;-;0.3;mg NH4/L
2013/07/10;100094000;1000940;Riera de Torrelles;415060;4578865;Bicarbonats;-;365.6;mg HCO3/L
2013/07/10;100094000;1000940;Riera de Torrelles;415060;4578865;Calci;-;137;mg/L
2013/07/10;100094000;1000940;Riera de Torrelles;415060;4578865;Clorurs;-;151.6;mg/L
2013/07/10;100094000;1000940;Riera de Torrelles;415060;4578865;Conductivitat (camp);-;1301;µS/cm
2013/07/10;100094000;1000940;Riera de Torrelles;415060;4578865;Conductivitat a 20ºC;-;1198;µS/cm
2013/07/10;100094000;1000940;Riera de Torrelles;415060;4578865;Duresa total;-;531.5;mg CaCO3/L
2013/07/10;100094000;1000940;Riera de Torrelles;415060;4578865;Error relatiu balanç iònic;-;3.72;%
2013/07/10;100094000;1000940;Riera de Torrelles;415060;4578865;Fosfats;-;0.3;mg PO4/L
2013/07/10;100094000;1000940;Riera de Torrelles;415060;4578865;Magnesi;-;46;mg/L
2013/07/10;100094000;1000940;Riera de Torrelles;415060;4578865;Nitrats;-;9.8;mg NO3/L
2013/07/10;100094000;1000940;Riera de Torrelles;415060;4578865;Nitrits;-;<0.04;mg NO2/L
2013/07/10;100094000;1000940;Riera de Torrelles;415060;4578865;Potassi;-;5;mg/L
2013/07/10;100094000;1000940;Riera de Torrelles;415060;4578865;Sodi;-;80;mg/L
2013/07/10;100094000;1000940;Riera de Torrelles;415060;4578865;Sulfats;-;133;mg/L
2013/07/10;100094000;1000940;Riera de Torrelles;415060;4578865;Suma d'anions;-;13.1972;meq/L
2013/07/10;100094000;1000940;Riera de Torrelles;415060;4578865;Suma de cations;-;14.2156;meq/L
2013/07/10;100094000;1000940;Riera de Torrelles;415060;4578865;TOC;-;1.2;mg/L
2013/07/10;100094000;1000940;Riera de Torrelles;415060;4578865;Temperatura de l'aigua (camp);-;19;ºC
2013/07/10;100094000;1000940;Riera de Torrelles;415060;4578865;pH;-;8.2;u.pH
2013/07/10;100094000;1000940;Riera de Torrelles;415060;4578865;pH (camp);-;7.8;u.pH
2013/07/10;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Amoni;-;1.2;mg NH4/L
2013/07/10;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Bicarbonats;-;259.5;mg HCO3/L
2013/07/10;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Calci;-;108;mg/L
2013/07/10;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Clorurs;-;258.4;mg/L
2013/07/10;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Conductivitat (camp);-;1765;µS/cm
2013/07/10;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Conductivitat a 20ºC;-;1530;µS/cm
2013/07/10;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Duresa total;-;405.6;mg CaCO3/L
2013/07/10;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Error relatiu balanç iònic;-;4.17;%
2013/07/10;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Fosfats;-;0.8;mg PO4/L
2013/07/10;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Magnesi;-;33;mg/L
2013/07/10;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Nitrats;-;13.5;mg NO3/L
2013/07/10;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Nitrits;-;1.04;mg NO2/L
2013/07/10;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Potassi;-;33;mg/L
2013/07/10;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Sodi;-;192;mg/L
2013/07/10;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Sulfats;-;202;mg/L
2013/07/10;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Suma d'anions;-;15.9855;meq/L
2013/07/10;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Suma de cations;-;17.3775;meq/L
2013/07/10;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;TOC;-;6.1;mg/L
2013/07/10;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Temperatura de l'aigua (camp);-;28;ºC
2013/07/10;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;pH;-;8.3;u.pH
2013/07/10;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;pH (camp);-;7.8;u.pH
2013/08/21;100092000;1000920;Riera de Rafamans;412986;4585160;Bicarbonats;-;319.8;mg HCO3/L
2013/08/21;100092000;1000920;Riera de Rafamans;412986;4585160;Conductivitat (camp);-;2103;µS/cm
2013/08/21;100092000;1000920;Riera de Rafamans;412986;4585160;Duresa total;-;882.2;mg CaCO3/L
2013/08/21;100092000;1000920;Riera de Rafamans;412986;4585160;Magnesi;-;79;mg/L
2013/08/21;100092000;1000920;Riera de Rafamans;412986;4585160;Nitrats;-;7.7;mg NO3/L
2013/08/21;100092000;1000920;Riera de Rafamans;412986;4585160;Nitrits;-;0.1;mg NO2/L
2013/08/21;100092000;1000920;Riera de Rafamans;412986;4585160;Potassi;-;10;mg/L
2013/08/21;100092000;1000920;Riera de Rafamans;412986;4585160;Sodi;-;79;mg/L
2013/08/21;100092000;1000920;Riera de Rafamans;412986;4585160;TOC;-;2.1;mg/L
2013/08/21;100092000;1000920;Riera de Rafamans;412986;4585160;pH;-;8.1;u.pH
2013/08/21;100093000;1000930;Riera de Cervelló;415015;4583453;Amoni;-;<0.2;mg NH4/L
2013/08/21;100093000;1000930;Riera de Cervelló;415015;4583453;Bicarbonats;-;424.8;mg HCO3/L
2013/08/21;100093000;1000930;Riera de Cervelló;415015;4583453;Calci;-;145;mg/L
2013/08/21;100093000;1000930;Riera de Cervelló;415015;4583453;Clorurs;-;189.2;mg/L
2013/08/21;100093000;1000930;Riera de Cervelló;415015;4583453;Conductivitat (camp);-;1571;µS/cm
2013/08/21;100093000;1000930;Riera de Cervelló;415015;4583453;Conductivitat a 20ºC;-;1481;µS/cm
2013/08/21;100093000;1000930;Riera de Cervelló;415015;4583453;Duresa total;-;633.9;mg CaCO3/L
2013/08/21;100093000;1000930;Riera de Cervelló;415015;4583453;Error relatiu balanç iònic;-;2.27;%
2013/08/21;100093000;1000930;Riera de Cervelló;415015;4583453;Fosfats;-;<0.2;mg PO4/L
2013/08/21;100093000;1000930;Riera de Cervelló;415015;4583453;Magnesi;-;66;mg/L
2013/08/21;100093000;1000930;Riera de Cervelló;415015;4583453;Nitrats;-;5.7;mg NO3/L
2013/08/21;100093000;1000930;Riera de Cervelló;415015;4583453;Nitrits;-;0.13;mg NO2/L
2013/08/21;100093000;1000930;Riera de Cervelló;415015;4583453;Potassi;-;3;mg/L
2013/08/21;100093000;1000930;Riera de Cervelló;415015;4583453;Sodi;-;76;mg/L
2013/08/21;100093000;1000930;Riera de Cervelló;415015;4583453;Sulfats;-;140;mg/L
2013/08/21;100093000;1000930;Riera de Cervelló;415015;4583453;Suma d'anions;-;15.3103;meq/L
2013/08/21;100093000;1000930;Riera de Cervelló;415015;4583453;Suma de cations;-;16.0214;meq/L
2013/08/21;100093000;1000930;Riera de Cervelló;415015;4583453;TOC;-;<1;mg/L
2013/08/21;100093000;1000930;Riera de Cervelló;415015;4583453;Temperatura de l'aigua (camp);-;24;ºC
2013/08/21;100093000;1000930;Riera de Cervelló;415015;4583453;pH;-;7.9;u.pH
2013/08/21;100093000;1000930;Riera de Cervelló;415015;4583453;pH (camp);-;7.8;u.pH
2013/08/21;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Amoni;-;0.3;mg NH4/L
2013/08/21;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Bicarbonats;-;229.3;mg HCO3/L
2013/08/21;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Calci;-;107;mg/L
2013/08/21;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Clorurs;-;388.8;mg/L
2013/08/21;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Conductivitat (camp);-;1963;µS/cm
2013/08/21;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Conductivitat a 20ºC;-;1876;µS/cm
2013/08/21;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Duresa total;-;386.6;mg CaCO3/L
2013/08/21;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Error relatiu balanç iònic;-;4.67;%
2013/08/21;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Fosfats;-;0.3;mg PO4/L
2013/08/21;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Magnesi;-;29;mg/L
2013/08/21;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Nitrats;-;12.6;mg NO3/L
2013/08/21;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Nitrits;-;0.31;mg NO2/L
2013/08/21;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Potassi;-;31;mg/L
2013/08/21;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Sodi;-;246;mg/L
2013/08/21;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Sulfats;-;122;mg/L
2013/08/21;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Suma d'anions;-;17.4792;meq/L
2013/08/21;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;Suma de cations;-;19.192;meq/L
2013/08/21;100095000;1000950;El Llobregat des de Sant Joan Despí fins al mar;425686;4575451;TOC;-;4.7;mg/L
